Barn [kW],Dishwasher [kW],Fridge [kW],Furnace 1 [kW],Furnace 2 [kW],Garage door [kW],Home office [kW],House overall [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Living room [kW],Microwave [kW],Solar [kW],Well [kW],Wine cellar [kW],apparentTemperature,datetime,dewPoint,gen [kW],humidity,precipIntensity,precipProbability,pressure,temperature,use [kW],visibility,windBearing,windSpeed
0.0316,3.33e-05,0.004916667,0.0226,0.671666667,0.0137,0.556383333,1.64525,0.00065,0.0001,1.67e-05,0.00145,0.00415,0.0033,0.001,0.113933333,27.5,2016-01-01 11:07:00,6.63,0.0033,0.32,0.0,0.0,1012.72,33.59,1.64525,10.0,326.0,6.87
0.0313,1.67e-05,0.0049,0.07,0.655116667,0.013433333,0.486516667,1.61285,0.000633333,0.0001,0.0,0.0015,0.0042,0.003383333,0.001,0.123466667,26.32,2016-01-01 11:08:00,6.53,0.003383333,0.31,0.0,0.0,1013.29,33.71,1.61285,10.0,312.0,9.07
0.03135,1.67e-05,0.138083333,0.020683333,0.065016667,0.01315,0.24445,0.988883333,0.0002,8.33e-05,1.67e-05,0.0014,0.004083333,0.0029,0.000983333,0.007333333,23.15,2016-01-01 11:09:00,6.46,0.0029,0.34,0.0,0.0,1014.09,31.62,0.988883333,10.0,310.0,10.2
0.03135,0.250066667,0.004883333,0.067866667,0.0669,0.012783333,0.046666667,0.679133333,0.000716667,0.000216667,0.0,0.001483333,0.004016667,0.002833333,0.000983333,0.007283333,23.96,2016-01-01 11:10:00,6.6,0.002833333,0.36,0.0,0.0,1015.05,30.14,0.679133333,10.0,319.0,6.06
0.0314,0.0218,0.12635,0.48715,0.065233333,0.01255,0.044683333,0.93635,0.00045,0.000216667,0.0,0.001616667,0.004016667,0.002983333,0.001,0.007333333,22.26,2016-01-01 11:11:00,7.03,0.002983333,0.4,0.0,0.0,1016.46,28.28,0.93635,10.0,320.0,5.47
0.031383333,0.00025,0.005083333,0.069033333,0.065583333,0.013133333,0.04235,0.354233333,0.000716667,1.67e-05,1.67e-05,0.001666667,0.004016667,0.003066667,0.001,0.007533333,20.1,2016-01-01 11:12:00,7.35,0.003066667,0.42,0.0,0.0,1017.07,27.57,0.354233333,10.0,320.0,7.08
0.030916667,0.000216667,0.00545,0.493416667,0.646416667,0.012833333,0.042066667,1.46605,0.00065,0.0,0.0,0.001583333,0.004016667,0.003016667,0.001,0.007566667,20.82,2016-01-01 11:13:00,7.83,0.003016667,0.45,0.0,0.0,1017.49,26.35,1.46605,10.0,311.0,4.64
0.030916667,0.0002,0.12145,0.22605,0.161966667,0.012933333,0.042216667,0.846783333,0.000383333,3.3299999999999996e-05,0.0,0.001583333,0.004,0.003066667,0.001,0.007416667,20.35,2016-01-01 11:14:00,8.66,0.003066667,0.47,0.0,0.0,1017.9,26.2,0.846783333,10.0,306.0,4.91
0.133333333,0.000283333,0.005166667,0.116633333,0.339633333,0.013166667,0.042083333,0.819433333,0.000633333,3.33e-05,1.67e-05,0.0016,0.004,0.002933333,0.001,0.00755,19.8,2016-01-01 11:15:00,9.36,0.002933333,0.49,0.0,0.0,1018.44,25.95,0.819433333,10.0,306.0,5.17
0.030916667,0.00025,0.005066667,0.110066667,0.078666667,0.012916667,0.042233333,0.408,0.000716667,3.33e-05,0.0,0.001616667,0.004,0.0029,0.001,0.007383333,19.24,2016-01-01 11:16:00,10.07,0.0029,0.52,0.0,0.0,1018.74,25.41,0.408,10.0,330.0,5.09
0.031016667,0.000266667,0.005116667,0.07711666699999997,0.181183333,0.013083333,0.042183333,0.500066667,0.0007,0.0,1.67e-05,0.001616667,0.004,0.00295,0.001,0.007683333,17.73,2016-01-01 11:17:00,10.03,0.00295,0.51,0.0,0.0,1019.07,25.39,0.500066667,10.0,335.0,6.75
0.030416667,0.000216667,0.125466667,0.476933333,0.64025,0.0128,0.041416667,1.58885,0.00035,6.67e-05,1.67e-05,0.001533333,0.004,0.002966667,0.001,0.007516667,19.14,2016-01-01 11:18:00,10.73,0.002966667,0.55,0.0,0.0,1019.86,24.73,1.58885,10.0,313.0,4.45
0.029366667,0.000283333,0.0051,0.020016667,0.068583333,0.012916667,0.040333333,0.288333333,0.0007,1.67e-05,1.67e-05,0.001583333,0.003983333,0.007166667,0.001,0.00725,18.52,2016-01-01 11:19:00,10.85,0.007166667,0.58,0.0,0.0,1020.28,23.57,0.288333333,10.0,309.0,3.86
0.0286,0.0001,0.005383333,0.069666667,0.655866667,0.013333333,0.0399,0.981066667,0.000583333,0.000283333,1.67e-05,0.001466667,0.004,0.085666667,0.001,0.007633333,15.82,2016-01-01 11:20:00,10.62,0.085666667,0.63,0.0,0.0,1021.01,21.22,0.981066667,10.0,280.0,3.86
0.0282,0.00025,0.132616667,0.479916667,0.066533333,0.012233333,0.04055,0.611683333,0.0004,0.000216667,1.67e-05,0.0015,0.003933333,0.3569,0.001,0.007083333,11.17,2016-01-01 11:21:00,10.53,0.3569,0.68,0.0,0.0,1021.72,19.34,0.611683333,10.0,295.0,5.98
0.02905,1.67e-05,0.005066667,0.068433333,0.06785,0.013016667,0.097083333,0.043266667,0.000716667,8.33e-05,0.0,0.001533333,0.004,0.449383333,0.000983333,0.007383333,11.83,2016-01-01 11:22:00,10.22,0.449383333,0.72,0.0,0.0,1022.5,17.68,0.043266667,10.0,310.0,3.8
0.35305,0.00025,0.004866667,0.480883333,0.0678,0.0123,0.040566667,0.659883333,0.0009,0.000233333,1.67e-05,0.001,0.004,0.453583333,0.001,0.007033333,11.42,2016-01-01 11:23:00,10.39,0.453583333,0.77,0.0,0.0,1023.45,16.38,0.659883333,9.91,317.0,3.13
0.737833333,0.0,0.005283333,0.066966667,0.068466667,0.012816667,0.040066667,0.704133333,0.001033333,0.00015,1.67e-05,0.001,0.00415,0.445616667,0.000816667,0.00725,16.7,2016-01-01 11:24:00,11.07,0.445616667,0.78,0.0,0.0,1024.25,16.7,0.704133333,9.92,295.0,1.61
0.5432,1.67e-05,0.137916667,0.02058333300000001,0.068916667,0.0653,0.040383333,0.7536,0.00045,0.000116667,1.67e-05,0.001166667,0.004,0.306183333,0.001016667,0.00755,23.13,2016-01-01 11:25:00,13.81,0.306183333,0.67,0.0,0.0,1024.88,23.13,0.7536,10.0,336.0,2.16
0.031,1.67e-05,0.005133333,0.1124,0.067166667,0.012583333,0.040383333,0.152716667,0.0007,6.67e-05,1.67e-05,0.00145,0.004016667,0.23445,0.001,0.007266667,28.7,2016-01-01 11:26:00,15.47,0.23445,0.57,0.0,0.0,1025.48,28.7,0.152716667,10.0,15.0,2.68
0.422616667,1.67e-05,0.005066667,0.0857,0.066033333,0.012683333,0.07655,0.839116667,0.00085,0.0,0.0,0.001016667,0.004,0.004683333,0.000966667,0.007266667,26.17,2016-01-01 11:27:00,16.21,0.004683333,0.51,0.0,0.0,1025.47,32.13,0.839116667,10.0,1.0,6.29
0.428933333,0.0,0.005216667,0.067466667,0.06491666699999998,0.012616667,0.079033333,1.21455,0.001,4.9999999999999996e-05,0.0,0.001583333,0.004,0.0036,0.000983333,0.122183333,34.55,2016-01-01 11:28:00,16.86,0.0036,0.48,0.0,0.0,1024.84,34.55,1.21455,10.0,144.0,0.61
0.03345,0.00025,0.005016667000000002,0.491883333,0.064633333,0.012316667,0.04185,0.878016667,0.0008,0.000433333,1.67e-05,0.00165,0.004,0.003033333,0.001,0.123166667,32.72,2016-01-01 11:29:00,17.27,0.003033333,0.46,0.0,0.0,1024.42,36.23,0.878016667,10.0,200.0,4.24
0.030166667,1.67e-05,0.125166667,0.019316667,0.063733333,0.012433333,0.04135,0.5245,0.0003,5e-05,0.0,0.001533333,0.0039,0.0028,0.000983333,0.007116667,33.61,2016-01-01 11:30:00,17.6,0.0028,0.44,0.0,0.0,1024.07,37.26,0.5245,10.0,186.0,4.57
0.030866667,0.0,0.005033333,0.092166667,0.064533333,0.012683333,0.0416,0.3704,0.000683333,0.0,0.0,0.0016,0.004,0.0029,0.001,0.007183333,32.44,2016-01-01 11:31:00,17.72,0.0029,0.45,0.0,0.0,1024.23,37.19,0.3704,10.0,174.0,5.96
0.0308,4.9999999999999996e-05,0.005033333,0.446633333,0.616083333,0.012633333,0.041333333,1.37865,0.000633333,1.67e-05,1.67e-05,0.001566667,0.004,0.00325,0.001,0.00745,31.8,2016-01-01 11:32:00,18.28,0.00325,0.47,0.0,0.0,1024.44,36.4,1.37865,10.0,183.0,5.56
0.0315,1.67e-05,0.0051,0.0205,0.0652,0.013116667,0.041666667,0.302583333,0.0007,0.0,1.67e-05,0.00175,0.004233333,0.003116667,0.001,0.007416667,29.47,2016-01-01 11:33:00,18.07,0.003116667,0.52,0.0,0.0,1024.44,33.9,0.302583333,10.0,165.0,4.83
0.031416667,4.9999999999999996e-05,0.005,0.15600000000000003,0.064533333,0.012833333,0.041733333,0.50405,0.000666667,9.999999999999999e-05,1.67e-05,0.001516667,0.004333333,0.0029,0.001,0.013616667,27.68,2016-01-01 11:34:00,18.48,0.0029,0.59,0.0,0.0,1024.72,31.23,0.50405,10.0,174.0,3.58
0.0315,0.0,0.00515,0.069583333,0.18775,0.013183333,0.041716667,0.5073,0.0007,1.67e-05,3.33e-05,0.00165,0.0043,0.00315,0.001,0.007566667,25.12,2016-01-01 11:35:00,18.77,0.00315,0.62,0.0,0.0,1024.69,30.31,0.5073,10.0,182.0,4.97
0.031366667,0.00021666700000000003,0.123333333,0.484366667,0.06443333299999998,0.012433333,0.0418,0.9082,0.000416667,0.000216667,1.67e-05,0.001533333,0.004233333,0.003083333,0.001,0.007233333,23.17,2016-01-01 11:36:00,18.92,0.003083333,0.64,0.0,0.0,1025.21,29.64,0.9082,10.0,183.0,6.32
0.03145,0.0,0.135966667,0.020616667,0.078766667,0.013166667,0.04155,0.48705,0.00035,5e-05,1.67e-05,0.001616667,0.004,0.002966667,0.001,0.007516667,22.07,2016-01-01 11:37:00,18.86,0.002966667,0.68,0.0,0.0,1024.95,28.19,0.48705,10.0,168.0,5.56
0.031283333,3.33e-05,0.005116667,0.450633333,0.7078,0.013033333,0.041416667,1.49815,0.000616667,3.33e-05,1.67e-05,0.001616667,0.004,0.003,0.001,0.007666667,20.91,2016-01-01 11:38:00,18.7,0.003,0.7,0.0,0.0,1024.46,27.23,1.49815,10.0,169.0,5.59
0.031316667,0.0002,0.00485,0.457666667,0.18115,0.0126,0.0417,0.87205,0.00075,0.00025,0.0,0.0016,0.004,0.002916667,0.001,0.007316667,19.96,2016-01-01 11:39:00,18.41,0.002916667,0.72,0.0,0.0,1024.04,26.29,0.87205,9.92,186.0,5.42
0.03115,6.67e-05,0.0054,0.07005,0.71605,0.013466667,0.041116667,1.129066667,0.000566667,0.000316667,1.67e-05,0.001583333,0.004,0.002933333,0.001,0.007883333,21.47,2016-01-01 11:40:00,19.46,0.002933333,0.71,0.0,0.0,1022.49,27.76,1.129066667,9.82,172.0,5.67
0.031133333,3.33e-05,0.005033333,0.4787,0.65375,0.01265,0.04135,2.6753,0.000733333,0.0,1.67e-05,0.00155,0.004,0.002933333,1.231616667,0.007466667,23.23,2016-01-01 11:41:00,20.22,0.002933333,0.73,0.0,0.0,1022.0,27.7,2.6753,9.77,200.0,3.9
0.0308,1.67e-05,0.069666667,0.154233333,0.064616667,0.012816667,0.0408,1.1383,0.045216667,8.33e-05,0.0,0.336716667,0.004,0.003516667,0.001,0.0074,21.55,2016-01-01 11:42:00,20.55,0.003516667,0.75,0.0,0.0,1021.05,27.3,1.1383,9.61,186.0,5.0
0.0299,0.0,0.12705,0.02035,0.0667,0.012983333,0.039566667,1.50865,0.3988,0.000933333,0.0,0.33335,0.004,0.008883333,0.001,0.0073,21.26,2016-01-01 11:43:00,20.29,0.008883333,0.79,0.0,0.0,1019.98,25.95,1.50865,9.61,199.0,3.87
0.029333333,6.67e-05,0.005383333,0.150166667,0.673316667,0.0132,0.039216667,2.255216667,0.0008,0.000333333,1.67e-05,0.001583333,0.004,0.086483333,1.00585,0.00765,24.85,2016-01-01 11:44:00,19.88,0.086483333,0.81,0.0,0.0,1019.69,24.85,2.255216667,9.25,199.0,2.91
0.028883333,0.000233333,0.004833333,0.459266667,0.191,0.012366667,0.039866667,0.591866667,0.00075,0.000216667,0.0,0.001433333,0.004,0.33925,0.001,0.00715,20.49,2016-01-01 11:45:00,20.42,0.33925,0.81,0.0,0.0,1018.89,25.52,0.591866667,9.43,178.0,4.08
0.029483333,1.67e-05,0.005333333,0.06855,0.067533333,0.0128,0.039783333,0.203283333,0.000783333,1.67e-05,1.67e-05,0.001583333,0.004,0.423883333,0.001,0.007366667,19.64,2016-01-01 11:46:00,21.98,0.423883333,0.8,0.0,0.0,1018.56,27.2,0.203283333,9.04,193.0,7.1
0.029033333,0.0,0.024233333,0.019949999999999996,0.065866667,0.012866667,0.15835,0.777933333,0.628933333,0.001233333,0.0,0.001583333,0.004,0.4411,0.000983333,0.007366667,23.94,2016-01-01 11:47:00,25.43,0.4411,0.81,0.0,0.0,1017.61,30.62,0.777933333,9.17,188.0,6.86
0.0286,1.67e-05,0.12235,0.068033333,0.0662,0.012733333,0.0493,0.290866667,0.00035,0.0,1.67e-05,0.0015000000000000013,0.004,0.368483333,0.001,0.0968,27.8,2016-01-01 11:48:00,27.42,0.368483333,0.76,0.0,0.0,1017.35,34.14,0.290866667,9.31,207.0,7.41
0.028666667,1.335066667,0.004,0.017699999999999994,0.0749,0.011366667,0.0955,1.428116667,0.000866667,0.001166667,1.67e-05,0.001466667,0.004,0.313883333,0.001,0.12145,30.78,2016-01-01 11:49:00,28.69,0.313883333,0.7,0.0,0.0,1016.54,37.6,1.428116667,9.88,193.0,9.77
0.3548,1.325316667,0.003783333,0.5833,0.074233333,0.010616667,0.040483333,2.395083333,0.001033333,0.00125,0.0,0.001033333,0.004,0.15595,0.001033333,0.006333333,33.12,2016-01-01 11:50:00,29.96,0.15595,0.67,0.001,0.01,1015.39,40.02,2.395083333,10.0,201.0,11.33
0.028833333,0.000283333,0.005,0.020066667,0.066516667,0.039033333,0.09445,0.299416667,0.0007,3.33e-05,1.67e-05,0.0016,0.004,0.071783333,0.001,0.0074,35.39,2016-01-01 11:51:00,29.5,0.071783333,0.63,0.0,0.0,1013.97,41.19,0.299416667,10.0,191.0,9.38
0.0296,0.000233333,0.125933333,0.450016667,0.064266667,0.01145,0.0994,1.490433333,0.000483333,0.000383333,1.67e-05,0.001666667,0.003933333,0.003033333,0.001,0.0069,37.29,2016-01-01 11:52:00,29.64,0.003033333,0.58,0.0,0.0,1012.99,43.2,1.490433333,10.0,191.0,10.85
0.1186,0.0,0.150733333,0.02025,0.0644,0.012883333,0.059433333,1.4014,0.000333333,6.67e-05,0.0,0.097566667,0.004066667,0.00235,0.001,0.007533333,38.35,2016-01-01 11:53:00,30.22,0.00235,0.58,0.0,0.0,1011.85,44.1,1.4014,10.0,193.0,10.98
0.031033333,1.67e-05,0.136766667,0.111383333,0.0639,0.012666667,0.059566667,1.1453,0.0003,0.0,0.0,0.097166667,0.004233333,0.002316667,0.001,0.007416667,39.79,2016-01-01 11:54:00,31.03,0.002316667,0.58,0.0,0.0,1011.17,44.8,1.1453,10.0,185.0,9.48
0.031116667,0.0,0.108233333,0.1901,0.180566667,0.012716667,0.11505,2.312133333,0.0002,8.33e-05,3.33e-05,0.334683333,0.00425,0.0021,0.001,0.00745,39.21,2016-01-01 11:55:00,31.0,0.0021,0.59,0.0,0.0,1011.29,44.46,2.312133333,10.0,192.0,9.89
0.10495,0.11465,0.107433333,0.0699,0.68985,0.012433333,0.44735,2.2514,0.000383333,0.000166667,3.33e-05,0.001533333,0.004,0.0029,0.001,0.007233333,38.14,2016-01-01 11:56:00,30.98,0.0029,0.62,0.0,0.0,1011.0,43.24,2.2514,10.0,189.0,8.87
0.0313,0.0005833330000000001,0.105916667,0.020266667,0.064416667,0.01295,0.112933333,0.5063,0.0004,1.67e-05,0.0,0.001716667,0.004,0.003,0.001,0.007283333,37.41,2016-01-01 11:57:00,31.17,0.003,0.63,0.0,0.0,1011.19,42.84,0.5063,10.0,188.0,9.39
0.031583333,0.000266667,0.62085,0.020266667,0.07895,0.012933333,0.041716667,1.345016667,0.000483333,0.000833333,1.67e-05,0.00165,0.004016667,0.002866667,0.001,0.0074,37.51,2016-01-01 11:58:00,31.37,0.002866667,0.65,0.0,0.0,1011.45,42.48,1.345016667,10.0,184.0,8.2
0.031066667,0.000333333,0.005316667,0.1601,0.606666667,0.013416667,0.04165,1.091866667,0.000616667,0.000183333,1.67e-05,0.001366667,0.003866667,0.0034,0.000783333,0.007616667,36.68,2016-01-01 11:59:00,31.4,0.0034,0.66,0.0,0.0,1011.34,42.06,1.091866667,10.0,190.0,8.89
0.031933333,0.000233333,0.005116667,0.0684,0.07885,0.0131,0.042016667,0.368866667,0.0007,1.67e-05,1.67e-05,0.001683333,0.004266667,0.00345,0.001,0.007383333,36.75,2016-01-01 12:00:00,31.54,0.00345,0.67,0.0,0.0,1011.61,41.54,0.368866667,10.0,186.0,7.43
0.0316,0.000216667,0.011566667,0.497916667,0.661583333,0.012883333,0.04175,1.49395,0.000616667,1.67e-05,1.67e-05,0.001533333,0.004183333,0.003433333,0.001,0.007483333,36.29,2016-01-01 12:01:00,31.39,0.003433333,0.68,0.0,0.0,1011.61,41.22,1.49395,10.0,191.0,7.57
0.031766667,0.000416667,0.149483333,0.02195,0.699933333,0.01365,0.04145,1.237,0.000216667,0.0005,5e-05,0.0016,0.004183333,0.0034,0.001,0.00765,37.55,2016-01-01 12:02:00,30.92,0.0034,0.7,0.0,0.0,1011.97,39.93,1.237,10.0,232.0,3.68
0.031616667,0.000266667,0.005116667,0.020416667,0.064333333,0.013083333,0.041966667,0.391866667,0.00065,0.0,0.0,0.001733333,0.004066667,0.003483333,0.001033333,0.007366667,34.28,2016-01-01 12:03:00,30.83,0.003483333,0.71,0.0,0.0,1012.38,39.44,0.391866667,10.0,243.0,7.31
0.031066667,6.67e-05,0.004733333,0.48345,0.063516667,0.012316667,0.042166667,0.751666667,0.000733333,0.000316667,0.0,0.00155,0.004,0.003016667,0.001016667,0.006983333,35.09,2016-01-01 12:04:00,30.17,0.003016667,0.69,0.0,0.0,1012.21,39.51,0.751666667,10.0,264.0,6.14
0.031116667,0.0004,0.1412,0.021383333,0.6685,0.01335,0.04135,1.288883333,0.00025,0.000383333,1.67e-05,0.001616667,0.004,0.002916667,0.001,0.113066667,35.44,2016-01-01 12:05:00,29.5,0.002916667,0.68,0.0,0.0,1012.32,39.15,1.288883333,10.0,293.0,5.05
0.030733333,9.999999999999999e-05,0.005133333,0.361533333,0.064066667,0.0123,0.04145,0.74055,0.00075,0.000316667,3.33e-05,0.001516667,0.004,0.0029,0.001,0.122316667,34.4,2016-01-01 12:06:00,28.7,0.0029,0.67,0.0,0.0,1012.32,38.83,0.74055,10.0,290.0,5.96
0.028866667,1.67e-05,0.004866667,0.15065,0.06445,0.0126,0.039366667,1.93375,0.000633333,0.000116667,0.0,0.33225,0.004,0.016333333,1.15415,0.007033333,33.33,2016-01-01 12:07:00,27.67,0.016333333,0.65,0.0,0.0,1012.72,38.53,1.93375,10.0,303.0,7.06
0.02955,0.0,0.00515,0.0204,0.065666667,0.01305,0.03935,0.24315,0.0007,1.67e-05,0.0,0.00155,0.004216667,0.048716667,0.000983333,0.0073,31.96,2016-01-01 12:08:00,26.8,0.048716667,0.64,0.0,0.0,1013.08,37.9,0.24315,10.0,304.0,8.14
0.029516667,0.0,0.00515,0.020433333,0.0661,0.013033333,0.039383333,0.2002,0.0007,0.0,0.0,0.0015,0.004166667,0.092933333,0.001,0.007233333,30.87,2016-01-01 12:09:00,25.71,0.092933333,0.63,0.0,0.0,1013.91,37.16,0.2002,10.0,297.0,8.46
0.0295,1.67e-05,0.005116667,0.06895,0.0652,0.012983333,0.039416667,0.275266667,0.0007,1.67e-05,0.0,0.001433333,0.004116667,0.062966667,0.001,0.0072,31.45,2016-01-01 12:10:00,24.95,0.062966667,0.62,0.0,0.0,1014.4,36.9,0.275266667,10.0,302.0,6.94
0.029483333,0.00015,0.133066667,0.346783333,0.0656,0.012633333,0.039366667,0.5497,0.000383333,8.33e-05,1.67e-05,0.001483333,0.0042,0.207316667,0.001,0.007066667,31.51,2016-01-01 12:11:00,24.25,0.207316667,0.58,0.0,0.0,1014.75,37.78,0.5497,10.0,284.0,8.73
0.028866667,1.67e-05,0.004966667,0.068466667,0.065083333,0.012966667,0.201266667,0.3718,0.000683333,0.000116667,1.67e-05,0.001316667,0.003916667,0.1519,0.0009,0.007266667,31.1,2016-01-01 12:12:00,23.34,0.1519,0.54,0.0,0.0,1015.27,38.74,0.3718,10.0,300.0,12.44
0.029116667,1.67e-05,0.12555,0.020433333,0.065016667,0.013083333,0.1511,0.497966667,0.00035,1.67e-05,1.67e-05,0.001483333,0.003983333,0.079116667,0.000983333,0.007316667,32.72,2016-01-01 12:13:00,22.62,0.079116667,0.49,0.0,0.0,1015.08,40.38,0.497966667,10.0,294.0,13.75
0.346183333,1.67e-05,0.00525,0.020266667,0.064533333,0.013016667,0.046433333,0.638783333,0.000883333,5e-05,0.0,0.001,0.004,0.045,0.001016667,0.007566667,34.38,2016-01-01 12:14:00,22.1,0.045,0.45,0.0,0.0,1014.81,41.8,0.638783333,10.0,295.0,14.21
0.342566667,0.0001,0.128166667,0.021433333,0.6938,0.013416667,0.039116667,1.557033333,0.0004,0.0006,3.33e-05,0.001,0.004,0.00935,0.000983333,0.007716667,35.41,2016-01-01 12:15:00,20.91,0.00935,0.41,0.0,0.0,1014.5,42.77,1.557033333,10.0,285.0,14.92
0.3432,8.33e-05,0.005533333,0.021183333,0.673083333,0.0133,0.040833333,1.40455,0.000716667,0.000416667,1.67e-05,0.001,0.004,0.00315,0.000966667,0.007616667,34.91,2016-01-01 12:16:00,20.38,0.00315,0.42,0.0,0.0,1014.49,41.85,1.40455,10.0,291.0,12.76
2.06705,6.67e-05,0.12465,0.02095,0.652666667,0.013116667,0.040883333,3.3507,0.000516667,0.000616667,1.67e-05,0.00125,0.004166667,0.00305,0.00115,0.007533333,33.56,2016-01-01 12:17:00,19.31,0.00305,0.41,0.0,0.0,1015.42,41.09,3.3507,10.0,295.0,13.96
0.0294,0.000216667,0.0046,0.451533333,0.062516667,0.0123,0.0422,1.593383333,0.00055,0.000533333,1.67e-05,0.33855,0.450083333,0.00285,0.001166667,0.007216667,29.97,2016-01-01 12:18:00,17.42,0.00285,0.41,0.0,0.0,1016.62,39.04,1.593383333,10.0,301.0,17.15
0.035666667,6.67e-05,0.1233,0.021216667,0.654716667,0.01325,0.116183333,1.249483333,0.000266667,0.000383333,1.67e-05,0.00155,0.004083333,0.003383333,0.001,0.007566667,28.21,2016-01-01 12:19:00,16.61,0.003383333,0.44,0.0,0.0,1017.23,36.58,1.249483333,10.0,300.0,12.85
0.14405,5e-05,0.00505,0.02185,0.667916667,0.0135,0.4312,1.51265,0.000566667,0.0,0.0,0.001716667,0.004116667,0.0034,0.0011,0.00765,26.31,2016-01-01 12:20:00,16.37,0.0034,0.47,0.0,0.0,1017.65,34.35,1.51265,10.0,301.0,10.7
0.0313,1.67e-05,0.2148,0.020333333,0.063333333,0.01295,0.421016667,0.943083333,0.000183333,3.33e-05,0.0,0.00155,0.004166667,0.003433333,0.001016667,0.00715,25.07,2016-01-01 12:21:00,16.12,0.003433333,0.51,0.0,0.0,1018.67,32.36,0.943083333,10.0,291.0,8.35
0.03145,0.0,0.004766667,0.020683333,0.063366667,0.01315,0.408716667,0.888116667,0.000666667,0.000266667,1.67e-05,0.001216667,0.003983333,0.002983333,0.000883333,0.007183333,23.7,2016-01-01 12:22:00,15.58,0.002983333,0.53,0.0,0.0,1019.53,30.75,0.888116667,10.0,299.0,7.41
0.031633333,1.67e-05,0.121466667,0.020466667,0.0635,0.0131,0.041983333,0.4587,0.000366667,6.67e-05,0.0,0.0016,0.004,0.003133333,0.001,0.00735,23.66,2016-01-01 12:23:00,15.32,0.003133333,0.55,0.0,0.0,1019.73,29.29,0.4587,10.0,299.0,5.25
0.031583333,8.33e-05,0.005,0.238033333,0.078416667,0.0129,0.042066667,0.5396,0.000733333,0.00015,1.67e-05,0.0016,0.004016667,0.003116667,0.001,0.00725,21.61,2016-01-01 12:24:00,15.5,0.003116667,0.59,0.0,0.0,1019.59,27.97,0.5396,10.0,309.0,5.79
0.031533333,1.67e-05,0.005133333,0.021016667,0.175183333,0.013266667,0.041983333,0.553216667,0.000716667,1.67e-05,0.0,0.001716667,0.004,0.003116667,0.001,0.123816667,20.73,2016-01-01 12:25:00,15.3,0.003116667,0.62,0.0,0.0,1019.36,26.69,0.553216667,10.0,327.0,5.11
0.0541,5e-05,0.005266667,0.021583333,0.547633333,0.013416667,0.041633333,1.015833333,0.00065,0.000166667,0.0,0.001616667,0.004,0.003033333,0.001,0.1233,24.81,2016-01-01 12:26:00,15.08,0.003033333,0.66,0.0,0.0,1018.97,24.81,1.015833333,10.0,295.0,1.39
0.03115,3.33e-05,0.00505,0.140616667,0.06375,0.01295,0.042033333,0.421066667,0.000716667,6.67e-05,0.0,0.00155,0.003983333,0.0032,0.0009,0.007233333,17.02,2016-01-01 12:27:00,15.07,0.0032,0.74,0.0,0.0,1018.79,22.09,0.421066667,10.0,201.0,3.71
0.031533333,0.0001,0.127566667,0.462066667,0.460966667,0.012633333,0.0417,1.365033333,0.000333333,1.67e-05,1.67e-05,0.001433333,0.004166667,0.0033,0.001016667,0.007316667,15.9,2016-01-01 12:28:00,14.78,0.0033,0.76,0.0,0.0,1019.01,21.01,1.365033333,10.0,173.0,3.63
0.03145,0.0,0.005083333,0.0198,0.06325,0.012816667,0.041816667,0.300366667,0.000683333,0.0,1.67e-05,0.001616667,0.004166667,0.003383333,0.001,0.00725,19.78,2016-01-01 12:29:00,14.18,0.003383333,0.78,0.0,0.0,1018.97,19.78,0.300366667,10.0,221.0,2.41
0.031333333,0.0,0.122633333,0.019983333,0.06345,0.012883333,0.0417,0.447683333,0.000383333,8.33e-05,0.0,0.0016,0.00415,0.003316667,0.001,0.007316667,18.43,2016-01-01 12:30:00,14.07,0.003316667,0.83,0.0,0.0,1018.37,18.43,0.447683333,10.0,231.0,2.04
0.0295,1.67e-05,0.004916667,0.15355,0.064016667,0.012833333,0.039516667,0.755983333,0.000583333,0.000133333,0.0,0.337033333,0.004233333,0.005016667,0.001033333,0.007316667,17.93,2016-01-01 12:31:00,13.85,0.005016667,0.84,0.0,0.0,1017.92,17.93,0.755983333,10.0,155.0,2.0
0.10795,1.67e-05,0.005033333,0.155333333,0.064833333,0.012883333,0.039366667,0.443316667,0.000716667,6.67e-05,1.67e-05,0.001666667,0.004133333,0.037633333,0.000983333,0.00725,16.85,2016-01-01 12:32:00,13.14,0.037633333,0.85,0.0,0.0,1017.68,16.85,0.443316667,10.0,252.0,1.69
0.02915,0.0,0.005133333,0.020583333,0.064966667,0.013083333,0.039533333,0.229083333,0.0007,0.0,0.0,0.00165,0.004,0.062916667,0.001,0.007416667,16.16,2016-01-01 12:33:00,12.37,0.062916667,0.85,0.0,0.0,1017.23,16.16,0.229083333,9.88,161.0,2.09
0.029033333,0.000233333,0.004783333,0.473533333,0.06535,0.012416667,0.0396,0.5896,0.000766667,0.000316667,3.33e-05,0.001483333,0.003983333,0.143783333,0.000983333,0.007183333,18.25,2016-01-01 12:34:00,14.1,0.143783333,0.83,0.0,0.0,1016.83,18.25,0.5896,9.95,135.0,2.62
0.0292,3.33e-05,0.00505,0.137283333,0.06615,0.012916667,0.039416667,0.079816667,0.000716667,8.33e-05,1.67e-05,0.001533333,0.004,0.496,0.001,0.007216667,24.18,2016-01-01 12:35:00,18.24,0.496,0.78,0.0,0.0,1016.23,24.18,0.079816667,10.0,147.0,2.1
